n col_12 col_13 col_14 col_23 col_24 col_34
4 0.447753 0.459329 0.664598 0.709442 0.634493 0.437172
5 0.455259 0.458469 0.665199 0.735651 0.634605 0.435291
7 0.477403 0.468435 0.673479 0.781715 0.642392 0.447627
9 0.505857 0.488754 0.688139 0.816392 0.655835 0.470618
11 0.536326 0.513148 0.705883 0.841200 0.671926 0.497451
13 0.566059 0.538180 0.724383 0.859220 0.688715 0.524722
16 0.606443 0.573371 0.751205 0.878242 0.712636 0.562721
20 0.649832 0.612285 0.781404 0.894501 0.739627 0.604263
23 0.673931 0.634516 0.798432 0.902558 0.755295 0.628049
28 0.701391 0.660633 0.817770 0.911306 0.774088 0.656615
33 0.718460 0.677394 0.829526 0.916475 0.786597 0.675803
38 0.728965 0.688054 0.836637 0.919463 0.794865 0.688753
45 0.736374 0.696114 0.841456 0.921381 0.801578 0.699868
52 0.738431 0.698909 0.842424 0.921658 0.804541 0.705500
60 0.736794 0.698069 0.840538 0.920695 0.804939 0.707440
69 0.732123 0.694322 0.835875 0.918495 0.803127 0.706019
79 0.725400 0.688768 0.828765 0.915089 0.799747 0.701959
91 0.716885 0.681883 0.818936 0.910116 0.795090 0.695510
104 0.708025 0.674938 0.807871 0.904052 0.790192 0.687872
119 0.698667 0.667786 0.795380 0.896584 0.785236 0.679144
135 0.689780 0.661295 0.782771 0.888401 0.780788 0.670549
154 0.680564 0.655201 0.768997 0.878708 0.776424 0.661785
174 0.672094 0.650442 0.755726 0.868707 0.772602 0.654254
198 0.662796 0.645903 0.740795 0.857082 0.768417 0.646578
223 0.653138 0.641361 0.725635 0.845420 0.763715 0.638896
252 0.641389 0.635535 0.708531 0.832256 0.757404 0.629507
285 0.627421 0.627908 0.690308 0.817532 0.749262 0.617986
321 0.611507 0.618169 0.672028 0.801676 0.739385 0.604324
362 0.592879 0.605674 0.653086 0.784177 0.727036 0.587668
407 0.573293 0.592089 0.635079 0.766165 0.712739 0.569266
457 0.553884 0.578863 0.619071 0.748026 0.696875 0.550493
513 0.534895 0.566381 0.606077 0.730321 0.679277 0.532365
575 0.516003 0.554908 0.596261 0.713648 0.659661 0.515981
645 0.495518 0.543544 0.588261 0.697241 0.636764 0.499771
723 0.472115 0.530420 0.580961 0.679210 0.610165 0.479407
809 0.444463 0.515185 0.572968 0.657621 0.579828 0.452561
905 0.412052 0.499387 0.563567 0.630934 0.545737 0.418454
1011 0.378581 0.485334 0.553775 0.599702 0.510999 0.380239
1130 0.348912 0.474071 0.543587 0.566559 0.480139 0.341352
1261 0.327190 0.464694 0.531841 0.537282 0.458387 0.304667
1407 0.310293 0.452589 0.515080 0.511581 0.445273 0.269092
1570 0.293778 0.433861 0.491281 0.481582 0.434061 0.230288
1750 0.276916 0.406893 0.460593 0.444680 0.423630 0.187820
1950 0.260629 0.371678 0.424808 0.402539 0.419111 0.145702
