n col_12 col_13 col_14 col_23 col_24 col_34
4 0.767799 0.660209 0.401464 0.430033 0.398553 0.378008
5 0.772033 0.682439 0.431440 0.455667 0.431831 0.426135
7 0.776879 0.716865 0.479816 0.497876 0.480984 0.509210
9 0.777276 0.740875 0.512418 0.525908 0.510362 0.573281
11 0.775402 0.756958 0.533691 0.541738 0.527850 0.620769
13 0.773059 0.767508 0.547255 0.549905 0.538034 0.655278
16 0.771166 0.777549 0.558359 0.557338 0.545305 0.690329
20 0.773797 0.784951 0.563390 0.567802 0.548648 0.717948
23 0.778835 0.786950 0.562800 0.576994 0.549289 0.731049
28 0.787711 0.783941 0.555155 0.590451 0.546874 0.745531
33 0.791993 0.775910 0.543290 0.597571 0.541246 0.755395
38 0.792012 0.767588 0.533167 0.600209 0.535279 0.763221
45 0.790533 0.758860 0.525319 0.603172 0.529880 0.771989
52 0.789708 0.752975 0.523097 0.607537 0.529033 0.778426
60 0.789714 0.750070 0.525797 0.613746 0.531951 0.783872
69 0.791888 0.750102 0.532746 0.621948 0.538137 0.788349
79 0.796211 0.751670 0.541855 0.631182 0.546493 0.791713
91 0.802822 0.753773 0.552661 0.641522 0.557180 0.794502
104 0.811110 0.755750 0.564057 0.652502 0.569655 0.797179
119 0.821044 0.757646 0.577182 0.665096 0.585007 0.800862
135 0.831014 0.759455 0.591059 0.678162 0.601598 0.805947
154 0.841665 0.762037 0.607500 0.693205 0.620823 0.813361
174 0.851391 0.765816 0.624912 0.708279 0.639900 0.821910
198 0.861454 0.772029 0.645725 0.725285 0.661019 0.831900
223 0.870437 0.780074 0.666570 0.741718 0.681116 0.840951
252 0.879270 0.790468 0.688788 0.759094 0.702120 0.849285
285 0.887496 0.802140 0.710649 0.776324 0.722712 0.856265
321 0.894654 0.813429 0.730004 0.792154 0.741138 0.861606
362 0.900879 0.824233 0.747213 0.807876 0.758626 0.866241
407 0.906093 0.834136 0.761570 0.823263 0.774916 0.870396
457 0.910789 0.843101 0.773440 0.838304 0.790473 0.874194
513 0.915144 0.850878 0.782951 0.852778 0.805388 0.877746
575 0.918972 0.857079 0.789886 0.866026 0.819181 0.880890
645 0.922178 0.861686 0.794200 0.877776 0.831440 0.883328
723 0.924603 0.864531 0.795443 0.887202 0.841008 0.884448
809 0.926104 0.865507 0.793233 0.893576 0.846875 0.883904
905 0.926653 0.864733 0.787017 0.896554 0.848198 0.881358
1011 0.926335 0.862907 0.777091 0.896408 0.844713 0.876781
1130 0.925255 0.860527 0.764178 0.893915 0.836936 0.870369
1261 0.923575 0.857666 0.749465 0.890011 0.825946 0.862603
1407 0.921435 0.854674 0.734695 0.885805 0.813726 0.854468
1570 0.919394 0.852218 0.724303 0.882569 0.804378 0.848513
1750 0.917056 0.849472 0.719264 0.879202 0.798534 0.844683
1950 0.914124 0.845637 0.715739 0.874842 0.793620 0.841570
