n col_12 col_13 col_14 col_23 col_24 col_34
4 0.430033 0.398553 0.767799 0.378008 0.660209 0.401464
5 0.455667 0.431831 0.772033 0.426135 0.682439 0.431440
7 0.497876 0.480984 0.776879 0.509210 0.716865 0.479816
9 0.525908 0.510362 0.777276 0.573281 0.740875 0.512418
11 0.541738 0.527850 0.775402 0.620769 0.756958 0.533691
13 0.549905 0.538034 0.773059 0.655278 0.767508 0.547255
16 0.557338 0.545305 0.771166 0.690329 0.777549 0.558359
20 0.567802 0.548648 0.773797 0.717948 0.784951 0.563390
23 0.576994 0.549289 0.778835 0.731049 0.786950 0.562800
28 0.590451 0.546874 0.787711 0.745531 0.783941 0.555155
33 0.597571 0.541246 0.791993 0.755395 0.775910 0.543290
38 0.600209 0.535279 0.792012 0.763221 0.767588 0.533167
45 0.603172 0.529880 0.790533 0.771989 0.758860 0.525319
52 0.607537 0.529033 0.789708 0.778426 0.752975 0.523097
60 0.613746 0.531951 0.789714 0.783872 0.750070 0.525797
69 0.621948 0.538137 0.791888 0.788349 0.750102 0.532746
79 0.631182 0.546493 0.796211 0.791713 0.751670 0.541855
91 0.641522 0.557180 0.802822 0.794502 0.753773 0.552661
104 0.652502 0.569655 0.811110 0.797179 0.755750 0.564057
119 0.665096 0.585007 0.821044 0.800862 0.757646 0.577182
135 0.678162 0.601598 0.831014 0.805947 0.759455 0.591059
154 0.693205 0.620823 0.841665 0.813361 0.762037 0.607500
174 0.708279 0.639900 0.851391 0.821910 0.765816 0.624912
198 0.725285 0.661019 0.861454 0.831900 0.772029 0.645725
223 0.741718 0.681116 0.870437 0.840951 0.780074 0.666570
252 0.759094 0.702120 0.879270 0.849285 0.790468 0.688788
285 0.776324 0.722712 0.887496 0.856265 0.802140 0.710649
321 0.792154 0.741138 0.894654 0.861606 0.813429 0.730004
362 0.807876 0.758626 0.900879 0.866241 0.824233 0.747213
407 0.823263 0.774916 0.906093 0.870396 0.834136 0.761570
457 0.838304 0.790473 0.910789 0.874194 0.843101 0.773440
513 0.852778 0.805388 0.915144 0.877746 0.850878 0.782951
575 0.866026 0.819181 0.918972 0.880890 0.857079 0.789886
645 0.877776 0.831440 0.922178 0.883328 0.861686 0.794200
723 0.887202 0.841008 0.924603 0.884448 0.864531 0.795443
809 0.893576 0.846875 0.926104 0.883904 0.865507 0.793233
905 0.896554 0.848198 0.926653 0.881358 0.864733 0.787017
1011 0.896408 0.844713 0.926335 0.876781 0.862907 0.777091
1130 0.893915 0.836936 0.925255 0.870369 0.860527 0.764178
1261 0.890011 0.825946 0.923575 0.862603 0.857666 0.749465
1407 0.885805 0.813726 0.921435 0.854468 0.854674 0.734695
1570 0.882569 0.804378 0.919394 0.848513 0.852218 0.724303
1750 0.879202 0.798534 0.917056 0.844683 0.849472 0.719264
1950 0.874842 0.793620 0.914124 0.841570 0.845637 0.715739
