n col_12 col_13 col_14 col_23 col_24 col_34
4 0.367374 0.361724 0.317508 0.772498 0.651564 0.424327
5 0.397490 0.397230 0.364544 0.778914 0.676412 0.453828
7 0.449331 0.451881 0.450877 0.788357 0.714767 0.502389
9 0.485998 0.487929 0.519369 0.792482 0.740473 0.534687
11 0.510595 0.511984 0.572471 0.793213 0.757338 0.553887
13 0.526615 0.527871 0.613146 0.792557 0.768411 0.564910
16 0.539600 0.541307 0.655049 0.792332 0.778388 0.575117
20 0.544527 0.548552 0.688613 0.796842 0.784358 0.587132
23 0.543373 0.550386 0.706024 0.802942 0.784773 0.596227
28 0.535365 0.549467 0.727743 0.812642 0.779131 0.607911
33 0.523742 0.545702 0.744097 0.817217 0.768769 0.612457
38 0.514143 0.542535 0.756976 0.817659 0.758425 0.612891
45 0.507657 0.541727 0.771813 0.816617 0.747512 0.613835
52 0.507464 0.544406 0.784309 0.816251 0.740496 0.617438
60 0.512249 0.549702 0.796159 0.817358 0.736823 0.623945
69 0.520568 0.556686 0.806918 0.820487 0.735892 0.632404
79 0.530647 0.564882 0.816219 0.825454 0.736422 0.641739
91 0.542430 0.575122 0.824401 0.832190 0.737715 0.652016
104 0.554836 0.587135 0.830739 0.839864 0.739637 0.662767
119 0.568996 0.602148 0.836102 0.848477 0.742494 0.675315
135 0.583938 0.619088 0.840818 0.856851 0.745914 0.688993
154 0.601297 0.639858 0.846374 0.865629 0.750278 0.705863
174 0.617892 0.661198 0.852530 0.873246 0.754781 0.723745
198 0.634627 0.684838 0.860034 0.880358 0.759915 0.744484
223 0.648890 0.706655 0.867588 0.885986 0.765339 0.764536
252 0.662272 0.728450 0.875641 0.890992 0.771995 0.785551
285 0.674475 0.749690 0.883656 0.895479 0.779877 0.806932
321 0.685530 0.769965 0.891186 0.899677 0.788526 0.827909
362 0.696455 0.790076 0.898632 0.903992 0.797975 0.848805
407 0.706585 0.808294 0.905363 0.908205 0.807301 0.867550
457 0.715520 0.823924 0.911246 0.912177 0.816036 0.883538
513 0.723186 0.836824 0.916416 0.915736 0.823918 0.896798
575 0.729426 0.846876 0.920701 0.918688 0.830691 0.907240
645 0.734960 0.854887 0.924280 0.921033 0.836710 0.915548
723 0.740392 0.861398 0.927440 0.922696 0.842030 0.922193
809 0.746207 0.867038 0.930495 0.923639 0.846489 0.927534
905 0.752480 0.872114 0.933668 0.923890 0.849764 0.931602
1011 0.758014 0.875899 0.936626 0.923492 0.851271 0.934038
1130 0.760714 0.877409 0.938442 0.922292 0.850772 0.934893
1261 0.759270 0.876227 0.938433 0.920152 0.848659 0.934490
1407 0.755012 0.873234 0.937160 0.916997 0.845813 0.933260
1570 0.750480 0.870027 0.935675 0.913108 0.842794 0.931455
1750 0.746465 0.867455 0.934814 0.909186 0.839771 0.929354
1950 0.742550 0.864893 0.934276 0.905765 0.836938 0.927081
