n col_12 col_13 col_14 col_23 col_24 col_34
4 0.523470 0.535242 0.436779 0.340161 0.343500 0.698376
5 0.531252 0.492518 0.386449 0.303360 0.312917 0.626545
7 0.568962 0.438832 0.313183 0.259621 0.272146 0.525442
9 0.631890 0.427505 0.297832 0.259103 0.273749 0.491869
11 0.694850 0.433992 0.314271 0.276344 0.297844 0.492292
13 0.746599 0.449202 0.346886 0.300677 0.332622 0.510549
16 0.801892 0.479910 0.407396 0.341737 0.391280 0.553280
20 0.847681 0.522949 0.487299 0.394201 0.465539 0.614264
23 0.870271 0.552283 0.540189 0.428794 0.513760 0.656448
28 0.895923 0.590802 0.608144 0.474207 0.575523 0.713734
33 0.912757 0.616402 0.652643 0.505194 0.616075 0.753536
38 0.924198 0.633706 0.682960 0.526494 0.643131 0.782592
45 0.934571 0.649389 0.711145 0.546043 0.667180 0.812943
52 0.940919 0.658175 0.727899 0.557275 0.680530 0.833783
60 0.945307 0.663808 0.739158 0.564425 0.688383 0.850374
69 0.948075 0.667631 0.746150 0.568790 0.691943 0.863653
79 0.949542 0.671105 0.750184 0.571905 0.692459 0.874521
91 0.949959 0.676028 0.752651 0.575588 0.690929 0.884543
104 0.949431 0.682995 0.754150 0.580581 0.688257 0.893247
119 0.948066 0.692712 0.755483 0.587435 0.684892 0.901481
135 0.946029 0.704086 0.757149 0.595269 0.681654 0.908704
154 0.943152 0.717879 0.759839 0.604670 0.678872 0.915631
174 0.939873 0.732009 0.763596 0.614454 0.677502 0.921324
198 0.935785 0.747971 0.769262 0.625896 0.678004 0.926353
223 0.931487 0.763673 0.776504 0.637990 0.681197 0.929920
252 0.926687 0.781195 0.786484 0.653040 0.688387 0.932552
285 0.921762 0.800168 0.799085 0.671334 0.700148 0.934332
321 0.917111 0.818717 0.812752 0.690951 0.714986 0.935382
362 0.912518 0.836015 0.826441 0.710542 0.731453 0.935795
407 0.908098 0.850336 0.838327 0.727628 0.747025 0.935492
457 0.903767 0.862239 0.848363 0.742351 0.761256 0.934489
513 0.899642 0.872612 0.856927 0.755590 0.774596 0.932804
575 0.895883 0.881581 0.863776 0.767277 0.786751 0.930483
645 0.892335 0.889045 0.868387 0.776996 0.797009 0.927459
723 0.888705 0.894768 0.870397 0.784032 0.804478 0.923781
809 0.884963 0.898726 0.870185 0.788346 0.809311 0.919652
905 0.880721 0.901244 0.868607 0.789841 0.811925 0.915127
1011 0.875823 0.902955 0.866536 0.788897 0.812590 0.910334
1130 0.869985 0.904203 0.864212 0.785456 0.811291 0.905326
1261 0.863483 0.905353 0.862161 0.779991 0.808855 0.900508
1407 0.856758 0.906392 0.860738 0.772559 0.806146 0.896215
1570 0.850099 0.907416 0.860384 0.763748 0.803576 0.892838
1750 0.843473 0.908488 0.861391 0.754493 0.801488 0.890755
1950 0.836878 0.909681 0.863852 0.745647 0.800092 0.890389
