n, rho12, rho13, rho14 rho23, rho24, rho34
4 0.419240 0.428520 0.658082 0.753411 0.701524 0.571570
5 0.442976 0.458767 0.714720 0.756227 0.697480 0.589107
7 0.496573 0.521602 0.798466 0.768906 0.703610 0.624137
9 0.547138 0.577697 0.850116 0.786479 0.721936 0.659840
11 0.589688 0.623955 0.881399 0.806800 0.744258 0.694134
13 0.624016 0.660800 0.900739 0.826973 0.765824 0.724284
16 0.663308 0.702498 0.917907 0.853633 0.793363 0.761054
20 0.699406 0.739904 0.930262 0.880756 0.820447 0.796601
23 0.717420 0.758039 0.935669 0.895218 0.834371 0.815067
28 0.735765 0.775903 0.941070 0.911166 0.848840 0.834980
33 0.744830 0.784270 0.943935 0.920924 0.856419 0.846344
38 0.747992 0.786912 0.945265 0.927265 0.859771 0.852529
45 0.746095 0.784952 0.945503 0.932785 0.860103 0.855979
52 0.739908 0.779416 0.944535 0.935897 0.857664 0.856088
60 0.730290 0.771092 0.942541 0.937661 0.853416 0.854305
69 0.718258 0.760811 0.939633 0.938172 0.848099 0.851256
79 0.704970 0.749360 0.935979 0.937581 0.842445 0.847420
91 0.690312 0.736387 0.931375 0.935929 0.836641 0.842852
104 0.676387 0.723736 0.926360 0.933621 0.831710 0.838430
119 0.662836 0.711158 0.920708 0.930963 0.827664 0.834315
135 0.650812 0.699889 0.914836 0.928399 0.824903 0.831018
154 0.638302 0.688407 0.907743 0.925432 0.822928 0.828035
174 0.625756 0.677420 0.899835 0.921962 0.821574 0.825390
198 0.610147 0.664220 0.889725 0.916967 0.819838 0.821976
223 0.592531 0.649241 0.878685 0.910545 0.817101 0.817345
252 0.571109 0.630399 0.865762 0.901717 0.812850 0.810665
285 0.546098 0.607516 0.851559 0.890636 0.806761 0.801703
321 0.517962 0.581285 0.836970 0.878215 0.798505 0.790582
362 0.485293 0.550850 0.821351 0.864314 0.787643 0.776772
407 0.450039 0.518335 0.805347 0.849884 0.775101 0.761403
457 0.413581 0.485095 0.789344 0.835322 0.761374 0.745197
513 0.377130 0.452570 0.773513 0.820498 0.746551 0.728245
575 0.342838 0.422787 0.758102 0.805743 0.731600 0.711128
645 0.311569 0.397428 0.743821 0.791052 0.716364 0.694450
723 0.282629 0.376879 0.731220 0.776572 0.699999 0.678685
809 0.254947 0.361013 0.720351 0.762686 0.682446 0.664414
905 0.226701 0.349263 0.710619 0.749684 0.663478 0.652077
1011 0.197937 0.341826 0.701864 0.738370 0.643377 0.641969
1130 0.170907 0.339904 0.695505 0.729300 0.622229 0.633695
1261 0.150229 0.345921 0.694279 0.722392 0.601156 0.627529
1407 0.135240 0.357559 0.698009 0.719134 0.579917 0.622816
1570 0.122686 0.364160 0.702736 0.720515 0.559035 0.616768
1750 0.110784 0.360986 0.705128 0.724779 0.539599 0.606516
1950 0.095434 0.349759 0.703059 0.726592 0.519774 0.588546
