n col_12 col_13 col_14 col_23 col_24 col_34
4 0.577758 0.687961 0.482777 0.419267 0.447772 0.694634
5 0.626320 0.678138 0.489242 0.420553 0.444804 0.687448
7 0.713845 0.676515 0.515383 0.445580 0.462926 0.692779
9 0.778008 0.687552 0.548700 0.481979 0.494768 0.712281
11 0.821790 0.703937 0.583259 0.518445 0.530294 0.736393
13 0.851940 0.721987 0.616796 0.552127 0.565236 0.760416
16 0.881464 0.748888 0.663277 0.596241 0.612732 0.793368
20 0.904943 0.780089 0.713959 0.643238 0.663820 0.828832
23 0.916401 0.797883 0.742576 0.669915 0.692677 0.849167
28 0.929311 0.818007 0.776063 0.701357 0.726397 0.874093
33 0.937780 0.830529 0.797958 0.722055 0.748222 0.891442
38 0.943660 0.838820 0.812780 0.736274 0.762836 0.903864
45 0.949215 0.846153 0.826154 0.749242 0.775876 0.915905
52 0.952909 0.850745 0.834429 0.757501 0.783914 0.923869
60 0.955824 0.854298 0.840120 0.763927 0.789489 0.929803
69 0.958081 0.857036 0.843474 0.768940 0.792859 0.933943
79 0.959773 0.859051 0.844844 0.772630 0.794366 0.936511
91 0.961020 0.860334 0.844503 0.774908 0.794187 0.937715
104 0.961686 0.860527 0.842771 0.775211 0.792394 0.937664
119 0.961802 0.859622 0.839875 0.773561 0.789082 0.936592
135 0.961395 0.857915 0.836244 0.770358 0.784674 0.934744
154 0.960511 0.855448 0.831654 0.765642 0.778878 0.932064
174 0.959367 0.852530 0.826648 0.760267 0.772493 0.928920
198 0.957889 0.848513 0.820284 0.753569 0.764553 0.924722
223 0.956365 0.843629 0.813051 0.746334 0.755828 0.919669
252 0.954774 0.837314 0.803840 0.737961 0.745035 0.912751
285 0.953267 0.829708 0.792632 0.728973 0.732212 0.903557
321 0.951993 0.821414 0.779832 0.720472 0.718158 0.892087
362 0.950891 0.812446 0.764702 0.712616 0.702562 0.877159
407 0.950036 0.803257 0.747854 0.705878 0.686146 0.858914
457 0.949293 0.793259 0.728617 0.699398 0.667936 0.836406
513 0.948433 0.781555 0.706085 0.691845 0.646910 0.808349
575 0.947486 0.768278 0.680908 0.683183 0.623707 0.774637
645 0.946547 0.753574 0.653337 0.673540 0.598324 0.734542
723 0.945774 0.737372 0.623181 0.662781 0.570474 0.689396
809 0.945333 0.719401 0.589759 0.650798 0.539971 0.640766
905 0.945328 0.700049 0.552641 0.638532 0.507345 0.590120
1011 0.945600 0.680951 0.514780 0.627087 0.474902 0.541087
1130 0.945811 0.663298 0.479235 0.616700 0.444225 0.497179
1261 0.946121 0.647833 0.449111 0.608002 0.418175 0.463670
1407 0.946597 0.635129 0.427111 0.600155 0.398746 0.445127
1570 0.946953 0.626953 0.415317 0.593210 0.386698 0.444599
1750 0.947109 0.626470 0.416964 0.589757 0.384290 0.463711
1950 0.946881 0.634378 0.431918 0.591222 0.392276 0.498134
