n col_12 col_13 col_14 col_23 col_24 col_34
4 0.559830 0.613902 0.472473 0.358019 0.360148 0.807224
5 0.607742 0.620273 0.489203 0.373776 0.380904 0.803031
7 0.692116 0.630429 0.515012 0.408528 0.419705 0.803473
9 0.759651 0.638622 0.536655 0.441592 0.453500 0.812116
11 0.809670 0.644855 0.555810 0.470036 0.482545 0.825251
13 0.844722 0.650552 0.573703 0.494340 0.508207 0.840177
16 0.878616 0.660043 0.598198 0.525206 0.541004 0.861684
20 0.904197 0.673496 0.623792 0.558268 0.574436 0.883917
23 0.915130 0.683150 0.637812 0.577850 0.592933 0.895472
28 0.924906 0.696812 0.653364 0.602103 0.614249 0.907877
33 0.928846 0.706550 0.661803 0.617876 0.626769 0.915336
38 0.929496 0.712706 0.665788 0.627296 0.633620 0.920033
45 0.926998 0.716734 0.667011 0.633382 0.638129 0.923718
52 0.922065 0.716488 0.664858 0.633728 0.639256 0.925009
60 0.914943 0.712514 0.659675 0.629403 0.638054 0.924409
69 0.906634 0.705779 0.652629 0.621792 0.635672 0.922266
79 0.898328 0.698110 0.645533 0.613304 0.633699 0.919132
91 0.890287 0.690672 0.639821 0.605513 0.633544 0.915338
104 0.883692 0.685415 0.637497 0.600605 0.636030 0.911983
119 0.878082 0.682634 0.639472 0.598480 0.641420 0.909555
135 0.873761 0.682986 0.646552 0.598975 0.649331 0.908713
154 0.869984 0.686784 0.660005 0.601721 0.660675 0.909297
174 0.866546 0.693322 0.677401 0.605690 0.673602 0.910766
198 0.861807 0.702291 0.698156 0.610077 0.687864 0.912921
223 0.855266 0.711107 0.715731 0.613214 0.699354 0.914769
252 0.845578 0.719635 0.729658 0.614873 0.708329 0.915772
285 0.833264 0.727054 0.739636 0.614828 0.714866 0.915694
321 0.820406 0.733469 0.748108 0.613649 0.720514 0.914927
362 0.807682 0.740216 0.757319 0.612419 0.727035 0.913555
407 0.795846 0.747049 0.766229 0.611136 0.733918 0.911153
457 0.784763 0.753449 0.774787 0.608955 0.740742 0.907431
513 0.773887 0.758799 0.783007 0.604656 0.746865 0.902447
575 0.762643 0.762388 0.789567 0.596997 0.750613 0.896197
645 0.750610 0.764027 0.794558 0.584622 0.751024 0.888632
723 0.736981 0.763835 0.797622 0.566878 0.747382 0.879658
809 0.721001 0.762101 0.798298 0.543807 0.739297 0.869673
905 0.702463 0.759363 0.796300 0.515794 0.726427 0.859338
1011 0.683512 0.757038 0.793032 0.485203 0.709707 0.849291
1130 0.665479 0.757627 0.790528 0.456410 0.691100 0.840214
1261 0.649680 0.759743 0.788393 0.433359 0.672679 0.833091
1407 0.637229 0.761859 0.786139 0.415882 0.654747 0.827574
1570 0.626279 0.762166 0.783224 0.399300 0.634281 0.823014
1750 0.614490 0.759478 0.779280 0.379945 0.608314 0.819048
1950 0.602854 0.755542 0.775308 0.360351 0.578780 0.816910
