n col_12 col_13 col_14 col_23 col_24 col_34
4 0.401489 0.406831 0.754466 0.349835 0.618762 0.406798
5 0.420759 0.431045 0.753017 0.394058 0.636636 0.424077
7 0.456757 0.466463 0.752938 0.479298 0.666835 0.453484
9 0.480877 0.486145 0.750911 0.551399 0.687390 0.471814
11 0.492405 0.494671 0.746570 0.607934 0.699326 0.480655
13 0.496504 0.496156 0.741217 0.649527 0.705284 0.482994
16 0.498593 0.493291 0.733518 0.690651 0.707321 0.480183
20 0.504517 0.490270 0.725408 0.724311 0.702517 0.471879
23 0.513366 0.490732 0.720542 0.742859 0.694695 0.463799
28 0.532269 0.494098 0.712451 0.768320 0.675178 0.446598
33 0.548278 0.496990 0.701989 0.790051 0.651574 0.427904
38 0.558396 0.499190 0.689124 0.808400 0.629167 0.412584
45 0.568344 0.503463 0.670065 0.828849 0.602735 0.397934
52 0.578034 0.509543 0.653151 0.844129 0.581498 0.388244
60 0.587042 0.515895 0.637872 0.856656 0.563787 0.382041
69 0.594765 0.520726 0.626501 0.866216 0.550895 0.378949
79 0.600610 0.523307 0.619519 0.872819 0.542252 0.377583
91 0.604285 0.523803 0.615174 0.877046 0.536229 0.376784
104 0.606136 0.523161 0.612957 0.878645 0.532447 0.375737
119 0.607191 0.522628 0.611972 0.878113 0.529853 0.374186
135 0.607650 0.522981 0.611678 0.875920 0.527957 0.372531
154 0.608155 0.524585 0.612402 0.872341 0.526592 0.371279
174 0.609358 0.527491 0.614144 0.868449 0.525902 0.371049
198 0.612498 0.532380 0.617491 0.864353 0.526035 0.372171
223 0.617828 0.538696 0.621671 0.860910 0.527049 0.374409
252 0.626036 0.547103 0.626248 0.857766 0.529099 0.377817
285 0.636943 0.557178 0.630844 0.854862 0.532244 0.382197
321 0.649430 0.567557 0.635266 0.852072 0.536010 0.386933
362 0.663105 0.577561 0.639996 0.848932 0.540672 0.392001
407 0.676519 0.586162 0.645119 0.845105 0.546055 0.396749
457 0.688772 0.593370 0.650630 0.840564 0.552182 0.401213
513 0.698993 0.599382 0.656039 0.835889 0.558701 0.405615
575 0.706770 0.604554 0.661047 0.831277 0.565454 0.410013
645 0.712361 0.609194 0.666193 0.826261 0.572742 0.414360
723 0.716366 0.613326 0.672191 0.820496 0.580563 0.418507
809 0.719344 0.616642 0.679958 0.813721 0.590015 0.423474
905 0.721597 0.618584 0.689365 0.805966 0.601841 0.429957
1011 0.723942 0.619149 0.698806 0.797423 0.614698 0.437175
1130 0.726190 0.618142 0.706469 0.788782 0.625903 0.443171
1261 0.728245 0.616183 0.711512 0.781277 0.632900 0.446282
1407 0.730738 0.614798 0.714460 0.775150 0.636467 0.447532
1570 0.732217 0.614773 0.714056 0.771185 0.636514 0.447541
1750 0.730961 0.614933 0.709512 0.769043 0.632141 0.444929
1950 0.726422 0.611525 0.702062 0.765724 0.623064 0.437865
