n col_12 col_13 col_14 col_23 col_24 col_34
4 0.085302 0.126347 0.598680 0.170848 0.202558 0.182140
5 0.079577 0.122990 0.605503 0.213772 0.224930 0.193337
7 0.076639 0.123694 0.620673 0.300750 0.264672 0.216724
9 0.082884 0.131694 0.636384 0.381001 0.297959 0.238891
11 0.097369 0.147254 0.652965 0.455756 0.329510 0.262734
13 0.119416 0.169833 0.670206 0.522392 0.360009 0.288938
16 0.164204 0.214269 0.696382 0.601869 0.403123 0.331448
20 0.238327 0.286905 0.730663 0.679203 0.458573 0.392879
23 0.296911 0.344617 0.755353 0.725581 0.498449 0.439204
28 0.380940 0.428184 0.792446 0.786276 0.553646 0.505250
33 0.442501 0.489961 0.823502 0.828783 0.593843 0.555198
38 0.490778 0.538897 0.849671 0.857682 0.625114 0.595254
45 0.541137 0.590329 0.877796 0.884283 0.657096 0.637835
52 0.575634 0.625544 0.897838 0.901206 0.678904 0.668008
60 0.604048 0.654746 0.914036 0.913720 0.696961 0.693623
69 0.626943 0.678464 0.926664 0.922768 0.711638 0.714984
79 0.646029 0.698641 0.936384 0.929084 0.724120 0.733241
91 0.663756 0.717884 0.944400 0.933617 0.736071 0.750608
104 0.679361 0.735226 0.950404 0.936379 0.747007 0.766191
119 0.694351 0.752203 0.955329 0.937999 0.757878 0.781379
135 0.707668 0.767605 0.959204 0.938657 0.767708 0.794997
154 0.721061 0.783448 0.962757 0.938743 0.777560 0.808727
174 0.733893 0.798634 0.965854 0.938666 0.786924 0.821704
198 0.749418 0.816182 0.969173 0.938894 0.798303 0.836685
223 0.766248 0.833895 0.972294 0.939655 0.810785 0.851876
252 0.785538 0.852838 0.975364 0.940975 0.825316 0.868227
285 0.805373 0.871142 0.978068 0.942643 0.840495 0.884185
321 0.823527 0.886874 0.980208 0.944370 0.854522 0.898007
362 0.840046 0.900240 0.981900 0.946106 0.867307 0.909767
407 0.853681 0.910477 0.983118 0.947656 0.877739 0.918735
457 0.864329 0.917849 0.983895 0.948869 0.885661 0.925149
513 0.871940 0.922745 0.984233 0.949492 0.891049 0.929379
575 0.875915 0.925169 0.984098 0.949141 0.893448 0.931416
645 0.875479 0.924909 0.983395 0.947408 0.892204 0.931037
723 0.869633 0.921578 0.981996 0.944069 0.886551 0.927928
809 0.858390 0.915417 0.979863 0.939360 0.876515 0.922305
905 0.842675 0.907502 0.977131 0.933671 0.862850 0.914998
1011 0.823748 0.899326 0.974162 0.927513 0.846666 0.907271
1130 0.802961 0.892428 0.971247 0.920897 0.829213 0.900678
1261 0.780879 0.886966 0.968539 0.913320 0.810936 0.895504
1407 0.755013 0.880828 0.965553 0.903610 0.789521 0.889809
1570 0.724577 0.873288 0.962004 0.891130 0.764497 0.883235
1750 0.694270 0.866930 0.958957 0.877165 0.740215 0.878709
1950 0.668074 0.863108 0.957613 0.862964 0.720324 0.877695
