n col_12 col_13 col_14 col_23 col_24 col_34
4 0.514526 0.527841 0.623737 0.770023 0.759648 0.618588
5 0.535298 0.554861 0.660523 0.767705 0.767004 0.631750
7 0.560840 0.588695 0.709604 0.765425 0.774609 0.645061
9 0.571167 0.604779 0.736588 0.765674 0.777824 0.650286
11 0.576119 0.614391 0.753111 0.769300 0.779717 0.653491
13 0.579427 0.621047 0.763117 0.776401 0.781505 0.656940
16 0.583267 0.626449 0.769904 0.791241 0.784862 0.662553
20 0.584370 0.625276 0.771550 0.810615 0.787817 0.666011
23 0.580001 0.618915 0.770603 0.820464 0.786462 0.663753
28 0.565537 0.602340 0.767437 0.828757 0.778947 0.654198
33 0.550855 0.585494 0.765056 0.833262 0.770062 0.643794
38 0.539714 0.572153 0.764230 0.837100 0.761907 0.635480
45 0.528704 0.559692 0.764451 0.841739 0.751622 0.627294
52 0.520840 0.551955 0.764758 0.845558 0.742218 0.620994
60 0.514217 0.546462 0.764384 0.848985 0.732088 0.614222
69 0.508859 0.542732 0.762662 0.852102 0.721682 0.606546
79 0.504674 0.540118 0.758983 0.854544 0.711689 0.597915
91 0.501190 0.537596 0.752215 0.855880 0.702068 0.587719
104 0.498494 0.534482 0.742468 0.855700 0.694121 0.577031
119 0.496409 0.530809 0.729281 0.854284 0.687627 0.566277
135 0.494324 0.527205 0.713919 0.852053 0.682753 0.557041
154 0.491409 0.523570 0.695048 0.849191 0.678558 0.548815
174 0.488192 0.520590 0.675663 0.846091 0.674784 0.542289
198 0.484498 0.518118 0.654328 0.842412 0.670101 0.536553
223 0.481021 0.516590 0.635243 0.838953 0.664560 0.532668
252 0.477657 0.515543 0.617095 0.835513 0.657359 0.530295
285 0.474970 0.514920 0.600469 0.832349 0.649054 0.530045
321 0.473155 0.514462 0.585075 0.829790 0.640696 0.531968
362 0.471729 0.513622 0.569067 0.827928 0.631922 0.535305
407 0.470632 0.512480 0.552825 0.826934 0.622909 0.539112
457 0.471233 0.512539 0.536848 0.826856 0.614376 0.543581
513 0.475532 0.515579 0.522356 0.827950 0.607756 0.549559
575 0.484266 0.522250 0.510789 0.830339 0.604146 0.557648
645 0.497380 0.532257 0.502523 0.833773 0.604323 0.568333
723 0.513902 0.545061 0.498168 0.837539 0.608123 0.580819
809 0.531993 0.560048 0.496797 0.840996 0.614381 0.593551
905 0.550282 0.576950 0.496644 0.844073 0.621424 0.604524
1011 0.565952 0.594018 0.496775 0.846713 0.627075 0.611608
1130 0.578734 0.610617 0.496535 0.849162 0.630149 0.614249
1261 0.589448 0.626833 0.495443 0.851547 0.630979 0.613953
1407 0.599362 0.643497 0.493291 0.854220 0.632098 0.614071
1570 0.608852 0.658972 0.489032 0.856374 0.636964 0.617129
1750 0.617257 0.671308 0.482148 0.857393 0.648838 0.624675
1950 0.623797 0.681130 0.471553 0.857154 0.665854 0.636346
