n col_12 col_13 col_14 col_23 col_24 col_34
4 0.513245 0.508449 0.760061 0.711413 0.684270 0.508418
5 0.478104 0.471227 0.764320 0.688854 0.668200 0.486119
7 0.443449 0.431775 0.781551 0.666639 0.651747 0.466251
9 0.434620 0.420630 0.800796 0.661609 0.645638 0.466188
11 0.433055 0.419693 0.816372 0.662708 0.642035 0.473159
13 0.434795 0.423914 0.828812 0.666626 0.639615 0.483356
16 0.440563 0.435018 0.843128 0.674478 0.637587 0.500960
20 0.449767 0.451689 0.856425 0.684833 0.637008 0.523840
23 0.455968 0.462372 0.863436 0.690960 0.637316 0.538322
28 0.463410 0.474545 0.871284 0.697337 0.638074 0.556323
33 0.466995 0.480815 0.875581 0.700410 0.638884 0.568598
38 0.467009 0.482564 0.877237 0.701830 0.639596 0.577043
45 0.462281 0.478809 0.876467 0.701987 0.640072 0.583833
52 0.453720 0.469767 0.873414 0.700487 0.639615 0.586269
60 0.441348 0.455874 0.868307 0.697579 0.637922 0.585748
69 0.426509 0.438734 0.861494 0.694187 0.635339 0.583239
79 0.411055 0.420112 0.853424 0.691023 0.632594 0.579813
91 0.395589 0.400228 0.843822 0.688057 0.630126 0.576024
104 0.382984 0.382723 0.834231 0.685663 0.628455 0.573007
119 0.373461 0.368305 0.824804 0.683506 0.627456 0.571114
135 0.368735 0.359524 0.817120 0.681523 0.627146 0.570672
154 0.369216 0.356249 0.811207 0.679024 0.627304 0.571261
174 0.374684 0.358535 0.808063 0.675950 0.627567 0.571980
198 0.384599 0.365654 0.806848 0.671797 0.627602 0.572156
223 0.395762 0.374961 0.806645 0.667542 0.627402 0.571489
252 0.406522 0.384524 0.805431 0.663173 0.627078 0.570054
285 0.413280 0.390904 0.801432 0.658420 0.625991 0.567398
321 0.414375 0.392598 0.795125 0.652446 0.622777 0.562381
362 0.410533 0.391414 0.788254 0.644081 0.616244 0.553995
407 0.402544 0.389501 0.782478 0.633788 0.606658 0.542966
457 0.392815 0.389975 0.778289 0.623522 0.596822 0.532642
513 0.383588 0.393465 0.775795 0.614296 0.589098 0.524813
575 0.376264 0.398467 0.775403 0.607003 0.583926 0.518941
645 0.371013 0.402677 0.776380 0.602293 0.579773 0.512178
723 0.367814 0.405080 0.778667 0.600395 0.575429 0.503394
809 0.366048 0.406000 0.782200 0.600701 0.570337 0.493671
905 0.367141 0.408390 0.786615 0.604788 0.565534 0.485843
1011 0.373832 0.416242 0.791235 0.613622 0.563392 0.483736
1130 0.386496 0.431217 0.795885 0.626992 0.565740 0.489388
1261 0.403482 0.452505 0.798482 0.643278 0.573270 0.503071
1407 0.421681 0.476888 0.799359 0.659848 0.583587 0.520701
1570 0.436085 0.499760 0.798991 0.674025 0.591055 0.535089
1750 0.441946 0.517148 0.798090 0.684802 0.590516 0.542369
1950 0.438549 0.526096 0.797723 0.691883 0.580736 0.542156
