n col_12 col_13 col_14 col_23 col_24 col_34
4 0.538127 0.496758 0.746870 0.620189 0.740466 0.485042
5 0.545698 0.513904 0.750568 0.649127 0.749031 0.503235
7 0.547675 0.531168 0.750197 0.692431 0.758653 0.527312
9 0.539339 0.533099 0.744527 0.722304 0.762327 0.537610
11 0.526981 0.527114 0.737396 0.742137 0.762624 0.538712
13 0.515005 0.518289 0.730998 0.755080 0.761364 0.535205
16 0.503214 0.506223 0.725243 0.767694 0.759103 0.528193
20 0.503023 0.498553 0.726091 0.779492 0.757753 0.521544
23 0.513070 0.499543 0.731825 0.787514 0.757590 0.518719
28 0.540129 0.508698 0.745350 0.801023 0.756554 0.514803
33 0.565442 0.518184 0.755610 0.813620 0.752887 0.509270
38 0.581614 0.523670 0.759373 0.824194 0.747946 0.503556
45 0.597343 0.529508 0.759580 0.836353 0.742230 0.498963
52 0.613312 0.537395 0.759744 0.846268 0.738363 0.497811
60 0.629310 0.546192 0.760144 0.854907 0.736008 0.498885
69 0.644617 0.555769 0.761456 0.861996 0.735902 0.502681
79 0.658740 0.566136 0.763841 0.867452 0.737374 0.508324
91 0.671769 0.577944 0.767410 0.871824 0.740587 0.516599
104 0.683154 0.590603 0.772171 0.875182 0.744972 0.527007
119 0.694491 0.605260 0.778019 0.878203 0.750096 0.539566
135 0.705650 0.620974 0.784183 0.881041 0.755082 0.552598
154 0.718445 0.639490 0.791229 0.884222 0.760361 0.566929
174 0.731727 0.658460 0.798192 0.887315 0.765288 0.580408
198 0.747291 0.679353 0.806119 0.890429 0.770657 0.594161
223 0.762681 0.697864 0.813893 0.892566 0.775986 0.605355
252 0.780154 0.716633 0.822195 0.893498 0.782824 0.615537
285 0.799440 0.735866 0.830638 0.893291 0.791722 0.625357
321 0.819094 0.755157 0.838751 0.892635 0.802659 0.636075
362 0.838952 0.775261 0.846777 0.891988 0.816017 0.648924
407 0.857774 0.795225 0.854424 0.891645 0.830749 0.663175
457 0.875490 0.814349 0.861803 0.891871 0.845853 0.677684
513 0.891687 0.831401 0.868725 0.892584 0.860019 0.690783
575 0.905602 0.845384 0.874627 0.892967 0.872174 0.700926
645 0.917419 0.856949 0.879513 0.892925 0.882221 0.708726
723 0.927062 0.866554 0.883266 0.892392 0.890107 0.714839
809 0.933995 0.873142 0.885521 0.891516 0.895005 0.718507
905 0.938699 0.877346 0.885963 0.890128 0.897351 0.720292
1011 0.941451 0.879828 0.884584 0.888119 0.897447 0.720605
1130 0.942301 0.880780 0.881530 0.885501 0.895452 0.719524
1261 0.941492 0.880504 0.877242 0.883011 0.891557 0.717366
1407 0.940242 0.880164 0.872855 0.881476 0.887061 0.715488
1570 0.939822 0.880793 0.870222 0.881342 0.883935 0.715369
1750 0.940311 0.881727 0.869763 0.881952 0.882188 0.716513
1950 0.940630 0.881855 0.868894 0.881716 0.879887 0.716293
