n col_12 col_13 col_14 col_23 col_24 col_34
4 0.484884 0.597366 0.484527 0.390218 0.405996 0.829083
5 0.519832 0.609132 0.494937 0.396233 0.412996 0.818458
7 0.590888 0.633176 0.517678 0.420060 0.434453 0.810053
9 0.659011 0.653879 0.540764 0.452117 0.462814 0.812746
11 0.716126 0.668123 0.561123 0.480963 0.490326 0.820963
13 0.759263 0.676961 0.578712 0.502520 0.513713 0.831640
16 0.803953 0.684933 0.600645 0.524862 0.541359 0.848016
20 0.841005 0.693189 0.623568 0.546832 0.569427 0.865610
23 0.858142 0.699596 0.637089 0.560656 0.586103 0.874988
28 0.874373 0.710063 0.654012 0.578616 0.607111 0.885344
33 0.881655 0.718815 0.665245 0.590410 0.620979 0.891464
38 0.884155 0.725413 0.672272 0.597771 0.629677 0.895012
45 0.882805 0.731204 0.676755 0.602498 0.635922 0.897131
52 0.877684 0.733111 0.675599 0.601714 0.636661 0.896457
60 0.868957 0.731274 0.668740 0.595819 0.632585 0.893093
69 0.857361 0.725997 0.656986 0.585899 0.624661 0.887604
79 0.843898 0.718924 0.642816 0.574268 0.615064 0.881031
91 0.828265 0.711787 0.627904 0.562600 0.605309 0.873750
104 0.812722 0.706876 0.615504 0.553343 0.597406 0.867011
119 0.796564 0.704562 0.605978 0.545540 0.590698 0.860645
135 0.781653 0.705802 0.601651 0.539885 0.585843 0.855709
154 0.767515 0.711105 0.603520 0.535698 0.582528 0.852292
174 0.755754 0.719012 0.611070 0.532401 0.580611 0.850579
198 0.743863 0.729357 0.624332 0.528688 0.579305 0.850315
223 0.731891 0.739411 0.638981 0.524350 0.577888 0.850944
252 0.716939 0.749200 0.653152 0.518319 0.575337 0.851139
285 0.698666 0.757928 0.664617 0.510757 0.571492 0.849845
321 0.678388 0.764971 0.673835 0.501923 0.566533 0.847318
362 0.655964 0.770545 0.682916 0.491408 0.560503 0.844225
407 0.632590 0.774606 0.691048 0.480572 0.554081 0.840589
457 0.608623 0.777731 0.697514 0.470906 0.547932 0.835857
513 0.585377 0.780320 0.703353 0.464286 0.543329 0.830338
575 0.565237 0.782498 0.708691 0.462847 0.541652 0.824242
645 0.549675 0.784303 0.712971 0.467008 0.542880 0.816962
723 0.539116 0.785385 0.715675 0.475164 0.545629 0.808306
809 0.531448 0.785250 0.716510 0.484117 0.547241 0.798294
905 0.524842 0.784482 0.716280 0.493207 0.546643 0.788157
1011 0.518484 0.784086 0.715491 0.502799 0.544116 0.779689
1130 0.510323 0.783739 0.712508 0.513729 0.540237 0.772957
1261 0.497693 0.783351 0.707885 0.523818 0.534849 0.768094
1407 0.478958 0.783012 0.703590 0.529573 0.527649 0.764892
1570 0.452170 0.780735 0.697870 0.527138 0.517324 0.762017
1750 0.422514 0.775072 0.689399 0.516601 0.506193 0.758437
1950 0.391131 0.766148 0.679302 0.498333 0.493804 0.755704
