n col_12 col_13 col_14 col_23 col_24 col_34
4 0.444795 0.484812 0.751258 0.736859 0.633815 0.508535
5 0.442691 0.484299 0.774197 0.736962 0.633556 0.515966
7 0.454957 0.495640 0.815389 0.743454 0.642122 0.538840
9 0.476887 0.516324 0.845665 0.755737 0.656624 0.566301
11 0.501369 0.540433 0.867080 0.770375 0.672771 0.593915
13 0.526153 0.565206 0.882789 0.785240 0.689367 0.620311
16 0.561651 0.600450 0.899756 0.806070 0.713515 0.656301
20 0.602265 0.640206 0.914912 0.829692 0.741592 0.695846
23 0.626717 0.663615 0.922877 0.843883 0.758454 0.718717
28 0.657920 0.692407 0.932236 0.861470 0.779601 0.746277
33 0.680655 0.712425 0.938509 0.873608 0.794681 0.765011
38 0.697390 0.726635 0.942835 0.882229 0.805543 0.778096
45 0.713867 0.740095 0.946799 0.890299 0.815827 0.790104
52 0.724962 0.748840 0.949191 0.895277 0.822301 0.797465
60 0.733394 0.755378 0.950710 0.898716 0.826713 0.802517
69 0.739670 0.760123 0.951495 0.900942 0.829468 0.805714
79 0.744524 0.763613 0.951695 0.902260 0.831145 0.807602
91 0.748615 0.766348 0.951335 0.902836 0.832170 0.808635
104 0.751433 0.768085 0.950383 0.902591 0.832506 0.808854
119 0.752841 0.768706 0.948632 0.901493 0.832115 0.808171
135 0.752612 0.767824 0.946092 0.899680 0.831028 0.806436
154 0.750669 0.764830 0.942401 0.896979 0.828986 0.803092
174 0.747189 0.759797 0.937983 0.893800 0.826058 0.798345
198 0.741545 0.752099 0.932288 0.889876 0.821601 0.791632
223 0.734422 0.742961 0.926214 0.885657 0.815971 0.783902
252 0.724671 0.731195 0.919138 0.880381 0.807952 0.773944
285 0.712280 0.717088 0.911284 0.874071 0.796979 0.761822
321 0.697821 0.701878 0.903038 0.867189 0.783180 0.748423
362 0.680781 0.685404 0.894173 0.859595 0.765931 0.733390
407 0.661795 0.668614 0.885311 0.851821 0.746140 0.717670
457 0.640611 0.651647 0.876742 0.844471 0.723983 0.701801
513 0.617546 0.634753 0.869105 0.838593 0.699708 0.686473
575 0.592990 0.618235 0.863114 0.834255 0.673022 0.671499
645 0.566691 0.601690 0.859159 0.830334 0.642772 0.655831
723 0.538835 0.584474 0.857104 0.825633 0.609499 0.638878
809 0.509768 0.565853 0.856640 0.820033 0.574178 0.620699
905 0.480566 0.546079 0.857446 0.813916 0.538535 0.602174
1011 0.453927 0.526672 0.859217 0.808606 0.506286 0.585321
1130 0.431240 0.508515 0.861993 0.804917 0.479234 0.570937
1261 0.415140 0.493110 0.865433 0.803689 0.459312 0.558720
1407 0.405987 0.480232 0.868672 0.805444 0.446574 0.547303
1570 0.402309 0.468031 0.870124 0.809180 0.440561 0.535545
1750 0.404287 0.459132 0.869519 0.813100 0.442740 0.527094
1950 0.413080 0.457998 0.867088 0.816509 0.456058 0.528013
