n col_12 col_13 col_14 col_23 col_24 col_34
4 0.640395 0.583217 0.411234 0.361021 0.395102 0.676221
5 0.667726 0.583628 0.417903 0.363848 0.399911 0.678926
7 0.716255 0.589971 0.437261 0.379787 0.415766 0.687293
9 0.754259 0.600718 0.459969 0.400488 0.435449 0.698605
11 0.782744 0.613667 0.483509 0.421933 0.455562 0.711660
13 0.803930 0.627134 0.506392 0.442271 0.474389 0.724469
16 0.826775 0.646539 0.537964 0.470193 0.499785 0.741694
20 0.846875 0.669001 0.572859 0.501448 0.527199 0.760925
23 0.857022 0.682321 0.592776 0.519847 0.542394 0.772421
28 0.868076 0.698618 0.616134 0.542736 0.559607 0.786824
33 0.874400 0.709764 0.631213 0.558612 0.570224 0.796914
38 0.877671 0.717084 0.640861 0.569114 0.576501 0.803742
45 0.878978 0.722356 0.648078 0.576954 0.580049 0.809146
52 0.878024 0.723723 0.650761 0.579427 0.579674 0.811309
60 0.875573 0.722717 0.651198 0.578702 0.577004 0.811738
69 0.871963 0.720444 0.650890 0.576178 0.573594 0.811201
79 0.867811 0.718263 0.651685 0.573641 0.571508 0.810409
91 0.863436 0.716587 0.654127 0.571764 0.571266 0.809578
104 0.859301 0.715409 0.657272 0.570659 0.572410 0.808442
119 0.854856 0.714482 0.660558 0.570325 0.574416 0.806285
135 0.850238 0.713577 0.663257 0.570769 0.576557 0.802892
154 0.844808 0.712341 0.665715 0.571784 0.578723 0.797821
174 0.839067 0.710594 0.667632 0.572597 0.580182 0.791823
198 0.831984 0.707711 0.669162 0.572550 0.580830 0.784207
223 0.824249 0.703892 0.670020 0.571168 0.580790 0.775784
252 0.814982 0.698479 0.670141 0.568223 0.580872 0.765536
285 0.804381 0.691297 0.669427 0.564082 0.582170 0.753737
321 0.793250 0.682690 0.667894 0.559580 0.585047 0.741102
362 0.781629 0.672181 0.665455 0.554689 0.589597 0.727168
407 0.770354 0.659711 0.661966 0.548555 0.595136 0.712049
457 0.759349 0.644668 0.656634 0.539731 0.600444 0.694934
513 0.748458 0.627066 0.648879 0.527861 0.604778 0.675342
575 0.738109 0.609050 0.640007 0.514456 0.608878 0.654520
645 0.728461 0.592473 0.631420 0.500311 0.613915 0.633505
723 0.719029 0.577436 0.622217 0.483797 0.618344 0.612399
809 0.708669 0.562173 0.610026 0.461887 0.618948 0.590644
905 0.696524 0.546915 0.594213 0.433318 0.614302 0.568568
1011 0.683060 0.535349 0.575715 0.401715 0.605449 0.548810
1130 0.668436 0.529038 0.555978 0.370666 0.593901 0.534521
1261 0.652602 0.528548 0.538991 0.343800 0.581300 0.528297
1407 0.634589 0.533422 0.525532 0.321194 0.566617 0.529140
1570 0.610977 0.542303 0.514272 0.300816 0.547352 0.534019
1750 0.579919 0.554098 0.505414 0.281349 0.520856 0.543050
1950 0.543425 0.568259 0.502182 0.262458 0.487637 0.556538
