n col_12 col_13 col_14 col_23 col_24 col_34
4 0.594222 0.607747 0.409308 0.377804 0.418216 0.753975
5 0.608583 0.613372 0.421704 0.395867 0.420938 0.785702
7 0.636952 0.633084 0.459673 0.437411 0.445425 0.835186
9 0.663812 0.657925 0.502419 0.480565 0.480958 0.868396
11 0.688948 0.683022 0.542379 0.520246 0.516524 0.890394
13 0.711646 0.706451 0.577878 0.555584 0.549034 0.905605
16 0.741037 0.737045 0.622642 0.601125 0.591171 0.921142
20 0.772166 0.768721 0.667789 0.648264 0.634535 0.934116
23 0.789665 0.786315 0.692683 0.673915 0.658195 0.940432
28 0.809297 0.807089 0.722008 0.702683 0.685223 0.947165
33 0.820849 0.820809 0.741162 0.720374 0.702196 0.951069
38 0.827596 0.829915 0.753652 0.731284 0.712739 0.953324
45 0.831566 0.837554 0.763856 0.739001 0.720450 0.954795
52 0.831059 0.841523 0.768895 0.741022 0.723121 0.955042
60 0.827210 0.843520 0.771159 0.739317 0.722734 0.954473
69 0.820628 0.844071 0.771409 0.734750 0.719975 0.953293
79 0.812083 0.843665 0.770340 0.728238 0.715394 0.951745
91 0.801439 0.842331 0.768034 0.719547 0.708480 0.949861
104 0.790003 0.839927 0.764523 0.709284 0.699477 0.947899
119 0.776937 0.836058 0.759351 0.696466 0.687381 0.945741
135 0.763070 0.830983 0.752759 0.682131 0.673059 0.943492
154 0.746605 0.824095 0.743864 0.664818 0.655122 0.940782
174 0.729046 0.816001 0.733336 0.646213 0.635533 0.937742
198 0.707483 0.805293 0.719157 0.623177 0.611228 0.933688
223 0.684535 0.793294 0.703046 0.598507 0.585499 0.928986
252 0.658318 0.778873 0.683806 0.570373 0.556759 0.923256
285 0.630382 0.762630 0.662694 0.541065 0.527557 0.916781
321 0.602679 0.745951 0.641844 0.513646 0.501210 0.910130
362 0.574462 0.728896 0.621435 0.488151 0.478000 0.903426
407 0.547611 0.713012 0.603329 0.466394 0.459618 0.897345
457 0.523012 0.698969 0.588132 0.448342 0.445727 0.892089
513 0.501332 0.686967 0.575929 0.432983 0.434801 0.887709
575 0.483013 0.676268 0.566122 0.419061 0.425291 0.884099
645 0.467550 0.665268 0.557088 0.405538 0.416234 0.880717
723 0.454212 0.653156 0.547473 0.391992 0.407570 0.876889
809 0.441340 0.638982 0.535519 0.377387 0.398051 0.872242
905 0.427969 0.623322 0.521313 0.361810 0.387709 0.866773
1011 0.414074 0.608029 0.506306 0.347012 0.377549 0.860844
1130 0.400163 0.593141 0.490261 0.332441 0.365900 0.855008
1261 0.387219 0.580246 0.474739 0.318290 0.351502 0.850669
1407 0.375796 0.569845 0.461225 0.303706 0.333915 0.848757
1570 0.365089 0.560976 0.449624 0.285438 0.311737 0.848263
1750 0.354929 0.553749 0.441659 0.262354 0.287888 0.848757
1950 0.345737 0.550046 0.439934 0.235646 0.268075 0.849711
