n col_12 col_13 col_14 col_23 col_24 col_34
4 0.409437 0.420202 0.525742 0.849472 0.644527 0.533260
5 0.416455 0.428068 0.555745 0.839030 0.648721 0.536922
7 0.435807 0.445362 0.614688 0.828708 0.657548 0.542556
9 0.459697 0.465315 0.671579 0.828545 0.665360 0.548425
11 0.481649 0.484084 0.720202 0.834451 0.670662 0.554945
13 0.499341 0.500240 0.758024 0.843600 0.673580 0.562112
16 0.521401 0.522436 0.799388 0.858823 0.676404 0.574483
20 0.546289 0.549376 0.835989 0.875336 0.679884 0.590072
23 0.561291 0.566005 0.853544 0.883670 0.682164 0.598087
28 0.578803 0.585564 0.870047 0.892330 0.683727 0.603428
33 0.590239 0.598138 0.877059 0.896966 0.682836 0.601911
38 0.598477 0.606845 0.878470 0.899049 0.680632 0.596653
45 0.605901 0.614429 0.874585 0.899382 0.675573 0.584920
52 0.609018 0.617626 0.866756 0.897543 0.667974 0.569186
60 0.607867 0.616724 0.855702 0.893653 0.656410 0.547805
69 0.602707 0.612338 0.843127 0.888184 0.641885 0.522992
79 0.595290 0.606469 0.830805 0.882070 0.627015 0.498676
91 0.586668 0.600319 0.819171 0.875707 0.613045 0.476386
104 0.578457 0.595047 0.810390 0.870375 0.602520 0.460174
119 0.570408 0.590360 0.804541 0.866108 0.594921 0.449779
135 0.563157 0.586590 0.802628 0.863612 0.590923 0.447099
154 0.556474 0.583892 0.805100 0.862891 0.591261 0.454109
174 0.551278 0.582717 0.811119 0.863550 0.595989 0.470017
198 0.547836 0.583255 0.820150 0.865564 0.605475 0.495586
223 0.547603 0.585637 0.828330 0.868135 0.616990 0.522864
252 0.551127 0.589848 0.833531 0.870093 0.629487 0.548013
285 0.558659 0.595519 0.833865 0.870072 0.641010 0.565800
321 0.569536 0.602054 0.830554 0.868155 0.651136 0.576976
362 0.584066 0.609799 0.825487 0.865243 0.661990 0.586853
407 0.600513 0.617503 0.818827 0.861527 0.673451 0.595585
457 0.616590 0.623021 0.809786 0.856378 0.684297 0.600321
513 0.630849 0.625493 0.799716 0.850265 0.694436 0.602427
575 0.642677 0.625152 0.789454 0.843469 0.703918 0.603024
645 0.652508 0.622787 0.779308 0.835588 0.712992 0.601912
723 0.659192 0.618256 0.770740 0.827179 0.720835 0.599827
809 0.660957 0.610346 0.763630 0.817788 0.725801 0.595142
905 0.659032 0.599907 0.758098 0.807931 0.728247 0.588525
1011 0.654173 0.588827 0.754406 0.798789 0.728967 0.581866
1130 0.646207 0.578846 0.751738 0.791088 0.728445 0.577137
1261 0.635066 0.571766 0.747541 0.785080 0.726299 0.574836
1407 0.619864 0.567242 0.739723 0.779299 0.720416 0.572742
1570 0.600423 0.564332 0.726417 0.771997 0.710233 0.569403
1750 0.578399 0.562812 0.710636 0.762493 0.696383 0.564880
1950 0.559641 0.565332 0.696478 0.751726 0.684054 0.563785
